ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
303,425 AMSTERDAM CAFE INC.,MCALEER'S PUB,Unenclosed Sidewalk Cafe,1218074,"425 AMSTERDAM AVE, NEW YORK, NY 10024",425,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 362-7867,145
890,430 LLC,THE GOODWIN,Unenclosed Sidewalk Cafe,1437677,"430 HUDSON ST, NEW YORK, NY 10014",430,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 929-6181,140
878,"43 WEST 24TH ST. REST., LLC.",RAYMI RESTAURANT,Unenclosed Sidewalk Cafe,1433299,"43 W 24TH ST, NEW YORK, NY 10010",43,W 24TH ST,NEW YORK,NY,10010,Manhattan,,(212) 929-1200,234
62,449 RESTAURANT INC.,MOONSTRUCK DINER,Enclosed Sidewalk Cafe,0924875,"449 THIRD AVENUE, NEW YORK, NY 10016",449,THIRD AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 213-1100,516
194,"44TH AND NINTH RESTAURANT, INC.",L'ALLEGRIA,Unenclosed Sidewalk Cafe,1139326,"623 9TH AVE, NEW YORK, NY 10036",623,9TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 265-6777,144
531,451 GRAHAM AVENUE CORP,THE RICHARDSON,Unenclosed Sidewalk Cafe,1314137,"451 GRAHAM AVENUE, BROOKLYN, NY 11222",451,GRAHAM AVENUE,BROOKLYN,NY,11222,Brooklyn,,(718) 389-0839,421
515,46 02 SKILLMAN CAFE LLC,CLARET'S WINE BAR,Unenclosed Sidewalk Cafe,1309963,"46-02 SKILLMAN AVE, SUNNYSIDE, NY 11104",46-02,SKILLMAN AVE,SUNNYSIDE,NY,11104,Queens,,(718) 791-1501,254
395,4N CORP,BLIND PIG,Unenclosed Sidewalk Cafe,1251799,"233 E 14TH ST, NEW YORK, NY 10003",233,E 14TH ST,NEW YORK,NY,10003,Manhattan,,(212) 209-1573,152
493,"4 RUNNERS, INC",,Unenclosed Sidewalk Cafe,1290477,"310 W 14TH ST, NEW YORK, NY 10014",310,W 14TH ST,NEW YORK,NY,10014,Manhattan,,(212) 463-8626,150
170,505-23 BAR INC,THE HALF KING,Unenclosed Sidewalk Cafe,1109467,"505-507 W 23RD ST, NEW YORK, NY 10011",505-507,W 23RD ST,NEW YORK,NY,10011,Manhattan,,(212) 462-4300,420
710,"513 COLUMBUS,LLC",,Unenclosed Sidewalk Cafe,1384479,"513 COLUMBUS AVENUE, NEW YORK, NY 10024",513,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 579-2900,370
941,51 KENT CAFE INC,,Unenclosed Sidewalk Cafe,1456625,"51 KENT AVE, BROOKLYN, NY 11249",51,KENT AVE,BROOKLYN,NY,11249,Brooklyn,,(347) 227-8624,437
111,520 COLUMBUS AVE LTD,GOOD ENOUGH TO EAT,Unenclosed Sidewalk Cafe,1006183,"520 COLUMBUS AVE, NEW YORK, NY 10024",520,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 579-3194,297
673,523 9TH AVENUE INC.,HELLS KITCHEN CAFE,Unenclosed Sidewalk Cafe,1371615,"523 9 AVENUE, NEW YORK, NY 10018",523,9 AVENUE,NEW YORK,NY,10018,Manhattan,,(917) 957-0161,162
168,52 RESTAURANT GROUP CORP.,OPAL,Unenclosed Sidewalk Cafe,1105401,"251 E 52ND ST, NEW YORK, NY 10022",251,E 52ND ST,NEW YORK,NY,10022,Manhattan,,(212) 593-4321,339
958,53 WEST 72ND STREET CAFE LLC.,,Enclosed Sidewalk Cafe,1459183,"53 W 72ND ST, NEW YORK, NY 10023",53,W 72ND ST,NEW YORK,NY,10023,Manhattan,,(212) 362-7070,344
330,"54TH STREET BAKERY, LLC.",CAFE METRO,Unenclosed Sidewalk Cafe,1221586,"839 7TH AVE, NEW YORK, NY 10019",839,7TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 983-7474,202
528,58 2ND AVE REST CORP.,CELLAR 58,Unenclosed Sidewalk Cafe,1312717,"58 2ND AVE, NEW YORK, NY 10003",58,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 777-2840,144
524,600 METROPOLITAN CORP.,ALLIGATOR LOUNGE,Unenclosed Sidewalk Cafe,1311871,"600 METROPOLITAN AVE, BROOKLYN, NY 11211",600,METROPOLITAN AVE,BROOKLYN,NY,11211,Brooklyn,,(718) 599-4440,184
474,600 WEST 169TH REST. INC.,COOGANS,Unenclosed Sidewalk Cafe,1283230,"4015 BROADWAY, NEW YORK, NY 10032",4015,BROADWAY,NEW YORK,NY,10032,Manhattan,,(212) 928-1234,360
13,603 SECOND AVE CORP,BENJAMIN RESTAURANT,Enclosed Sidewalk Cafe,0760685,"603 2ND AVE, NEW YORK, NY 10016",603,2ND AVE,NEW YORK,NY,10016,Manhattan,,(212) 889-0750,240
488,609 EDIBLES INC,TINOS DELICATESSEN,Unenclosed Sidewalk Cafe,1288036,"2410 ARTHUR AVE, BRONX, NY 10458",2410,ARTHUR AVE,BRONX,NY,10458,Bronx,,(718) 733-9879,81
296,60 SWEET THING INC.,REDEMPTION COCTAIL LOUNGE,Unenclosed Sidewalk Cafe,1215467,"1003 2ND AVE, NEW YORK, NY 10022",1003,2ND AVE,NEW YORK,NY,10022,Manhattan,,(212) 513-1988,380
191,62ND & 1ST LLC,NEELY'S BARBECUE PARLOR,Unenclosed Sidewalk Cafe,1136669,"1125 FIRST AVENUE, NEW YORK, NY 10065",1125,FIRST AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 871-4000,417
676,63 GUERNSEY LLC,SPRITZENHAUS,Unenclosed Sidewalk Cafe,1374780,"63 GUERNSEY ST, BROOKLYN, NY 11222",63,GUERNSEY ST,BROOKLYN,NY,11222,Brooklyn,,(212) 932-7566,814
359,643 HUDSON LLC,FATTY CRAB,Unenclosed Sidewalk Cafe,1230448,"643 HUDSON ST, NEW YORK, NY 10014",643,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 807-6383,86
715,64 GREENWICH RESTAURANT,THE MEATBALL SHOP,Unenclosed Sidewalk Cafe,1385289,"64 GREENWICH AVENUE, NEW YORK, NY 10011",64,GREENWICH AVENUE,NEW YORK,NY,10011,Manhattan,,(917) 640-8008,75
473,"64 WEST RESTAURANT, LLC",BAR BOULUD,Unenclosed Sidewalk Cafe,1282969,"1900 BROADWAY, NEW YORK, NY 10023",1900,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 595-0303,676
532,662 FULTON ST RESTAURANT CORP,DENIZ,Unenclosed Sidewalk Cafe,1314257,"662 FULTON ST, BROOKLYN, NY 11217",662,FULTON ST,BROOKLYN,NY,11217,Brooklyn,,(718) 852-6503,243
837,667 TENTH AVENUE CORP,FAST EDDIES,Unenclosed Sidewalk Cafe,1424351,"667 10TH AVE, NEW YORK, NY 10036",667,10TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 932-7566,389
206,"675 HUDSON VAULT, LLC",DOS CAMINOS,Unenclosed Sidewalk Cafe,1159248,"675 HUDSON ST, NEW YORK, NY 10014",675,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 513-1988,1300
867,"67 SECOND AVENUE, LLC",CALLIOPE,Unenclosed Sidewalk Cafe,1431274,"84 E 4TH ST, NEW YORK, NY 10003",84,E 4TH ST,NEW YORK,NY,10003,Manhattan,,(212) 260-8484,405
555,68TH ST CAFE INC.,,Unenclosed Sidewalk Cafe,1326142,"2014 BROADWAY, NEW YORK, NY 10023",2014,BROADWAY,NEW YORK,NY,10023,Bronx,,(212) 724-1400,285
430,701 W. 135TH CAFE INC.,COVO TRATTORIA,Unenclosed Sidewalk Cafe,1276674,"701 W 135TH ST, NEW YORK, NY 10031",701,W 135TH ST,NEW YORK,NY,10031,Manhattan,,(212) 234-9573,770
645,715 LORIMER RESTAURANT LLC,BECO,Unenclosed Sidewalk Cafe,1354387,"715 LORIMER ST, BROOKLYN, NY 11211",715,LORIMER ST,BROOKLYN,NY,11211,Brooklyn,,(917) 817-0877,165
314,71 WINE BAR CAFE OPERATING CORP.,BIN 71,Unenclosed Sidewalk Cafe,1219794,"237 COLUMBUS AVE, NEW YORK, NY 10023",237,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(917) 686-2081,130
740,72ND & COLUMBUS RESTAURANT LLC,AG KITCHEN,Enclosed Sidewalk Cafe,1392078,"269 COLUMBUS AVENUE, NEW YORK, NY 10023",269,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 873-9400,416
834,72ND & COLUMBUS RESTAURANT LLC,COLUMBUS TAVERN,Unenclosed Sidewalk Cafe,1423787,"269 COLUMBUS AVE, NEW YORK, NY 10023",269,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(212) 579-3195,110
233,75TH & 3RD CORP.,BISTRO LE STEAK,Enclosed Sidewalk Cafe,1167600,"1309 3 AVENUE, NEW YORK, NY 10021",1309,3 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 517-3800,504
755,768 MAD RESTAURANT LLC,BAR ITALIA,Unenclosed Sidewalk Cafe,1401947,"768 MADISON AVE, NEW YORK, NY 10065",768,MADISON AVE,NEW YORK,NY,10065,Manhattan,,(917) 546-6676,53
670,"76TH STREET RESTAURANT, LLC",CAFE BOULUD,Unenclosed Sidewalk Cafe,1365172,"20 EAST   76 STREET, NEW YORK, NY 10021",20,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 794-2329,322
401,772 NINTH RESTAURANT CORP.,,Unenclosed Sidewalk Cafe,1253206,"772 9TH AVE, NEW YORK, NY 10019",772,9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 586-5005,120
376,"78 SECOND AVE. SANDWICH SHOP, INC",BISTRO NOMAD,Unenclosed Sidewalk Cafe,1244047,"78 2 AVENUE, NEW YORK, NY 10003",78,2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 253-5410,182
836,7 EAST 54TH STREET ASSOCIATES LLC,BICE RISTORANTE,Unenclosed Sidewalk Cafe,1424031,"7 E 54TH ST, NEW YORK, NY 10022",7,E 54TH ST,NEW YORK,NY,10022,Manhattan,,(212) 688-1999,209
250,804 LEXINGTON AVENUE RESTAURANT INC.,BURGER HEAVEN,Unenclosed Sidewalk Cafe,1175917,"804 LEXINGTON AVE, NEW YORK, NY 10065",804,LEXINGTON AVE,NEW YORK,NY,10065,Manhattan,,(212) 838-3580,299
996,834 7TH AVENUE LLC,,Enclosed Sidewalk Cafe,1470771,"834 7 AVENUE, NEW YORK, NY 10019",834,   7 AVENUE,NEW YORK,NY,10019,Manhattan,,(908) 839-2062,
35,83/AMSTERDAM RESTAURANT CORP,HI LIFE BAR & GRILL,Unenclosed Sidewalk Cafe,0883095,"477 AMSTERDAM AVENUE, NEW YORK, NY 10024",477,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 787-7199,302
37,83/AMSTERDAM RESTAURANT CORP,HI-LIFE RESTAURANT,Enclosed Sidewalk Cafe,0885881,"477 AMSTERDAM AVE, NEW YORK, NY 10024",477,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 787-7199,212
231,8406 THIRD AVE REST CORP.,SOFIA,Unenclosed Sidewalk Cafe,1167396,"8406 3RD AVE, BROOKLYN, NY 11209",8406,3RD AVE,BROOKLYN,NY,11209,Brooklyn,,(718) 680-4242,174
751,"86 SOUTH PORTLAND,LLC",PEQUENA RESTAURANT,Enclosed Sidewalk Cafe,1397285,"86 SOUTH PORTLAND AVENUE, BROOKLYN, NY 11217",86,SOUTH PORTLAND AVENUE,BROOKLYN,NY,11217,Brooklyn,,(718) 643-0000,118
412,88 2ND AVE FOOD CORP.,,Enclosed Sidewalk Cafe,1258524,"88 2 AVENUE, NEW YORK, NY 10003",88,2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 420-8050,364
343,8868 CORP.,VERMICELLI,Unenclosed Sidewalk Cafe,1224915,"1492 2ND AVE, NEW YORK, NY 10075",1492,2ND AVE,NEW YORK,NY,10075,Manhattan,,(212) 288-8868,177
334,92 ADRIANNA INC.,LOCAL 92,Unenclosed Sidewalk Cafe,1222193,"92 2ND AVE, NEW YORK, NY 10003",92,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 529-2563,216
925,92ND AND 3RD REST CORP.,3RD AVE ALE HOUSE,Unenclosed Sidewalk Cafe,1453505,"1644 3RD AVE, NEW YORK, NY 10128",1644,3RD AVE,NEW YORK,NY,10128,Manhattan,,(917) 821-4654,468
979,949 COLUMBUS AVENUE INC,LURA,Unenclosed Sidewalk Cafe,1463073,"949 COLUMBUS AVE, NEW YORK, NY 10025",949,COLUMBUS AVE,NEW YORK,NY,10025,Manhattan,,(212) 866-7500,82
642,94 CORNER CAFE CORP.,,Unenclosed Sidewalk Cafe,1353701,"2518 BROADWAY, NEW YORK, NY 10025",2518,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 875-2100,177
641,94 CORNER CAFE CORP.,,Enclosed Sidewalk Cafe,1353598,"2518 BROADWAY, NEW YORK, NY 10025",2518,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 875-2100,186
301,99 SOUTH REST. CORP.,,Unenclosed Sidewalk Cafe,1217775,"97-99 7TH AVE S, NEW YORK, NY 10014",97-99,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 645-0600,518
550,A & A FOOD ENTERPRISES LLC,AGED,Unenclosed Sidewalk Cafe,1323151,"107-02 70 RD, QUEENS, NY 11375",107-02,70 RD,QUEENS,NY,11375,Queens,,(718) 544-2433,278
829,ABA TURKISH RESTAURANT LLC,,Unenclosed Sidewalk Cafe,1423305,"325 WEST   57 STREET, NEW YORK, NY 10019",325,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 969-1782,164
82,"A.B.C. HOME FURNISHINGS, INC.",THE PIPA,Unenclosed Sidewalk Cafe,0960499,"38 E 19TH ST, NEW YORK, NY 10003",38,E 19TH ST,NEW YORK,NY,10003,Manhattan,,(212) 473-3000,356
911,ABI GROUP LLC,VICOLO RISTORANTE & BAR,Enclosed Sidewalk Cafe,1449171,"8530 3RD AVE, BROOKLYN, NY 11209",8530,3RD AVE,BROOKLYN,NY,11209,Brooklyn,,(718) 234-4005,545
564,ABITINO'S PIZZA 49TH STREET CORP,,Enclosed Sidewalk Cafe,1338974,"936 2 AVENUE, NEW YORK, NY 10022",936,2 AVENUE,NEW YORK,NY,10022,Manhattan,,(347) 538-1465,200
327,ABRUZZO DOCG INC.,TARALLUCCI EVINO,Unenclosed Sidewalk Cafe,1221181,"15 EAST 18TH STREET, NEW YORK, NY 10003",15,EAST 18TH STREET,NEW YORK,NY,10003,Manhattan,,(212) 228-5400,230
935,ABV UNLIMITED LLC,TUTU'S,Unenclosed Sidewalk Cafe,1455725,"25 BOGART ST, BROOKLYN, NY 11206",25,BOGART ST,BROOKLYN,NY,11206,Brooklyn,,(718) 456-7898,264
141,ACROPOL REST. CORP.,RITZ DINER,Enclosed Sidewalk Cafe,1066538,"1133 1ST AVE, NEW YORK, NY 10065",1133,1ST AVE,NEW YORK,NY,10065,Manhattan,,(646) 522-6885,446
600,"ACUMEN GMAT, LLC",HAAGEN DAZS,Unenclosed Sidewalk Cafe,1346491,"2905 BROADWAY, NEW YORK, NY 10025",2905,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 662-5265,98
580,A & D WINE CORP.,,Unenclosed Sidewalk Cafe,1344043,"65 2 AVENUE, NEW YORK, NY 10003",65,2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 777-6965,190
588,"AHSHI GLOBAL, INC.",,Unenclosed Sidewalk Cafe,1345598,"623 GRAND ST, BROOKLYN, NY 11211",623,GRAND ST,BROOKLYN,NY,11211,Brooklyn,,(718) 963-0219,389
179,AJ EASTSIDE INC,FETCH,Unenclosed Sidewalk Cafe,1132655,"1649 THIRD AVE, NEW YORK, NY 10128",1649,THIRD AVE,NEW YORK,NY,10128,Manhattan,,(212) 423-9302,101
389,AKRAM RESTAURANT MANAGEMENT INC,DA GENNARO RISTORANTE,Unenclosed Sidewalk Cafe,1249523,"129 MULBERRY ST, NEW YORK, NY 10013",129,MULBERRY ST,NEW YORK,NY,10013,Manhattan,,(212) 343-9065,266
694,ALA TURK INC,ALA TURKA,Enclosed Sidewalk Cafe,1381393,"1417 2ND AVE, NEW YORK, NY 10021",1417,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 744-2424,481
535,ALA TURK INC,ALA TURKA,Unenclosed Sidewalk Cafe,1315623,"1417 2ND AVE, NEW YORK, NY 10021",1417,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 744-2424,297
281,"ALBACHIARA,LLC",ALBELLA,Unenclosed Sidewalk Cafe,1193773,"10 READE ST, NEW YORK, NY 10007",10,READE ST,NEW YORK,NY,10007,Manhattan,AKA 2 LAFAYETTE_STREET,(212) 267-5900,483
989,ALDER RESTAURANT LLC,,Unenclosed Sidewalk Cafe,1464810,"157 2ND AVE, NEW YORK, NY 10003",157,2ND AVE,NEW YORK,NY,10003,Manhattan,,(917) 535-9241,158
494,ALFIE COMPANY LLC,CAVATAPPO GRILL,Unenclosed Sidewalk Cafe,1292343,"1712 1 AVENUE, NEW YORK, NY 10128",1712,1 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 987-9260,175
974,AMBER 221 INC,,Enclosed Sidewalk Cafe,1462546,"221 COLUMBUS AVE, NEW YORK, NY 10023",221,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(212) 799-8100,252
912,AMBIANCE WINE LLC,VELLA WINE BAR,Unenclosed Sidewalk Cafe,1449418,"1480 2ND AVE, NEW YORK, NY 10075",1480,2ND AVE,NEW YORK,NY,10075,Manhattan,,(917) 304-8626,342
841,AMELIA B 1 CORP.,ISLAND BURGERS & SHAKES,Unenclosed Sidewalk Cafe,1424906,"422 AMSTERDAM AVE, NEW YORK, NY 10024",422,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 877-7934,70
307,"AMERICAN SPECIALTY FOODS, INC.",JOSIE RESTAURANT,Enclosed Sidewalk Cafe,1218880,"300 AMSTERDAM AVENUE, NEW YORK, NY 10023",300,AMSTERDAM AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 769-1212,311
137,"AMSTERDAM AVENUE BROTHER JIMMY'S, LLC",BROTHER JIMMY'S WEST,Unenclosed Sidewalk Cafe,1039396,"428 AMSTERDAM AVE, NEW YORK, NY 10024",428,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 244-3503,211
610,AMSTERDAM AVENUE RESTAURANT LLC,VILLAGE POURHOUSE,Unenclosed Sidewalk Cafe,1347879,"982-988 AMSTERDAM AVE, NEW YORK, NY 10025",982-988,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(212) 979-2337,265
68,ANDIKIANA CORP.,SILVER SPURS EATERY,Unenclosed Sidewalk Cafe,0941701,"490 LA GUARDIA PL, NEW YORK, NY 10012",490,LA GUARDIA PL,NEW YORK,NY,10012,Manhattan,,(212) 228-2333,408
786,ANEJO LLC,ANEJO TEQUILERIA,Unenclosed Sidewalk Cafe,1419380,"668 10TH AVE, NEW YORK, NY 10036",668,10TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 290-4770,335
824,ANEMONAS REST CORP,AMSTERDAM DINER,Unenclosed Sidewalk Cafe,1422698,"447 AMSTERDAM AVE, NEW YORK, NY 10024",447,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(917) 526-9653,140
769,ANFIELD ROAD INC,BANTER,Unenclosed Sidewalk Cafe,1417866,"132 HAVEMEYER ST, BROOKLYN, NY 11211",132,HAVEMEYER ST,BROOKLYN,NY,11211,Brooklyn,,(718) 599-5200,260
40,ANGELO VIVOLO RESTAURANT ASSOCIATES INC,VIVOLO,Enclosed Sidewalk Cafe,0895577,"140 E 74TH ST, NEW YORK, NY 10021",140,E 74TH ST,NEW YORK,NY,10021,Manhattan,,(212) 737-3533,86
952,"ANGELO VIVOLO RESTAURANT ASSOC., INC",CUCINA VIVOLO,Unenclosed Sidewalk Cafe,1458548,"138 E 74TH ST, NEW YORK, NY 10021",138,E 74TH ST,NEW YORK,NY,10021,Manhattan,,(212) 717-4700,81
920,"ANTIKA PIZZERIA ASTORIA, INC",ANTIKA PIZZERIA,Unenclosed Sidewalk Cafe,1451259,"36-08 30TH AVE, ASTORIA, NY 11103",36-08,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 938-5845,129
726,ANTIKA PIZZERIA INC,ANTIKA,Unenclosed Sidewalk Cafe,1388443,"3924 BROADWAY, NEW YORK, NY 10032",3924,BROADWAY,NEW YORK,NY,10032,Manhattan,,(212) 781-9100,204
948,ANZUELO CORP,IL VINO CITY WINE,Unenclosed Sidewalk Cafe,1458113,"1728 2ND AVE, NEW YORK, NY 10128",1728,2ND AVE,NEW YORK,NY,10128,Manhattan,,(212) 426-0919,72
832,A.O. CAFE AND RESTAURANT LLC,CORNERSTONE CAFE,Unenclosed Sidewalk Cafe,1423768,"17 AVE B, NEW YORK, NY 10009",17,AVE B,NEW YORK,NY,10009,Manhattan,,(212) 228-1260,126
759,APICIO LLC,TERTULIA,Unenclosed Sidewalk Cafe,1414241,"359 6TH AVE, NEW YORK, NY 10014",359,6TH AVE,NEW YORK,NY,10014,Manhattan,,(917) 723-2191,124
239,APPLEJACK COFFEE SHOP INC.,APPLEJACK COFFEE SHOP,Unenclosed Sidewalk Cafe,1170662,"230 W 55TH ST, NEW YORK, NY 10019",230,W 55TH ST,NEW YORK,NY,10019,Manhattan,,(212) 586-6075,250
714,APR RESTAURANT LLC,HAVANA CAFE,Unenclosed Sidewalk Cafe,1385221,"3151 E TREMONT AVE, BRONX, NY 10461",3151,E TREMONT AVE,BRONX,NY,10461,Other,,(718) 518-1800,390
480,ARDIAN CORP,TAVERNA KLYCLADES,Unenclosed Sidewalk Cafe,1285652,"3307 DITMARS BLVD, QUEENS, NY 11105",3307,DITMARS BLVD,QUEENS,NY,11105,Queens,,(718) 545-8666,338
98,ARECAT REST. CORP.,LA GIARA,Unenclosed Sidewalk Cafe,0983511,"501 3 AVE, NEW YORK, NY 10016",501,3 AVE,NEW YORK,NY,10016,Manhattan,,(212) 726-9855,124
33,AREO RESTAURANT CORP,,Unenclosed Sidewalk Cafe,0858542,"8420 3RD AVE, BROOKLYN, NY 11209",8420,3RD AVE,BROOKLYN,NY,11209,Brooklyn,8424 3 AVE,(718) 238-0079,116
657,"ARGO TEA, INC",ARGO TEA CAFE,Unenclosed Sidewalk Cafe,1357194,"949 BROADWAY, NEW YORK, NY 10010",949,BROADWAY,NEW YORK,NY,10010,Manhattan,,(646) 502-7250,362
656,"ARGO TEA, INC",ARGO TEA CAFE,Unenclosed Sidewalk Cafe,1357184,"1792 BROADWAY, NEW YORK, NY 10019",1792,BROADWAY,NEW YORK,NY,10019,Manhattan,,(646) 502-7250,118
166,ARKADY INC.,AL FORNO,Unenclosed Sidewalk Cafe,1103699,"1484 SECOND AVENUE, NEW YORK, NY 10075",1484,SECOND AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 249-5103,188
291,"ASC, INC.",LA NONNA,Unenclosed Sidewalk Cafe,1208521,"134 MULBERRY ST, NEW YORK, NY 10013",134,MULBERRY ST,NEW YORK,NY,10013,Manhattan,,(212) 343-1212,136
830,ASTORIA RESTAURANT GROUP INC,WILLIAM HALLET,Unenclosed Sidewalk Cafe,1423540,"3610 30TH AVE, ASTORIA, NY 11103",3610,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 269-3443,118
418,"ATLANTIC STAR RESTAURANTS, LLC",THE BLACK DUCK RESTAURANT,Unenclosed Sidewalk Cafe,1266587,"120 E 28TH ST, NEW YORK, NY 10016",120,E 28TH ST,NEW YORK,NY,10016,Manhattan,,(212) 448-0888,125
75,"A.T. WEST 16TH ENTERPRISES,LTD.",STEAK FRITES,Unenclosed Sidewalk Cafe,0954589,"9 E 16TH ST, NEW YORK, NY 10003",9,E 16TH ST,NEW YORK,NY,10003,Manhattan,,(212) 675-4700,218
807,"AURA,LLC.",MICKEY SPILLANE'S KITCHEN,Unenclosed Sidewalk Cafe,1421245,"350 W 49TH ST, NEW YORK, NY 10020",350,W 49TH ST,NEW YORK,NY,10020,Manhattan,,(212) 920-9370,209
586,AVE B BUON GUSTO CORP.,,Unenclosed Sidewalk Cafe,1345431,"76 AVENUE B, NEW YORK, NY 10009",76,AVENUE B,NEW YORK,NY,10009,Manhattan,,(212) 420-8400,235
190,A. VENIERO INC.,VENIERO'S PASTICCERIA & CAFE,Unenclosed Sidewalk Cafe,1136223,"342 E 11TH ST, NEW YORK, NY 10003",342,E 11TH ST,NEW YORK,NY,10003,Manhattan,,(212) 674-7070,170
440,AVENTURA RESTAURANT LLC,VAMOS,Unenclosed Sidewalk Cafe,1277655,"348 1 AVENUE, NEW YORK, NY 10010",348,1 AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 727-3565,320
765,AYZA UPPER WEST SIDE INC,AYZA WINE & CHOCOLATE BAR,Unenclosed Sidewalk Cafe,1416689,"1 7TH AVE S, NEW YORK, NY 10014",1,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 365-2992,296
100,A & Z RESTAURANT CORP.,WINEBAR,Unenclosed Sidewalk Cafe,0987074,"65 2ND AVE, NEW YORK, NY 10003",65,2ND AVE,NEW YORK,NY,10003,Manhattan,NORTH STORE,(212) 777-1608,202
823,B5 LLC,BAREBURGER,Unenclosed Sidewalk Cafe,1422684,"2301 31ST ST, ASTORIA, NY 11105",2301,31ST ST,ASTORIA,NY,11105,Queens,,(917) 784-1416,346
894,BABALU LLC,,Unenclosed Sidewalk Cafe,1438451,"3233 E TREMONT AVE, BRONX, NY 10461",3233,E TREMONT AVE,BRONX,NY,10461,Bronx,,(646) 594-0091,266
202,"BABU FOODS, INC.",HUDSON DINER,Unenclosed Sidewalk Cafe,1157473,"468 HUDSON ST, NEW YORK, NY 10014",468,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 627-9191,298
383,"BAC BARS GROUP, LLC.",BAYARD'S ALEHOUSE,Enclosed Sidewalk Cafe,1248153,"533 HUDSON STREET, NEW YORK, NY 10014",533,HUDSON STREET,NEW YORK,NY,10014,Manhattan,A/K/A 116 CHARLES STREET,(646) 245-5843,397
934,"BAKERS DOZEN ASSOCIATES, LLC",THE GENERAL,Unenclosed Sidewalk Cafe,1455183,"199 BOWERY, NEW YORK, NY 10002",199,BOWERY,NEW YORK,NY,10002,Manhattan,,(212) 271-7107,311
675,"BALILO DELI, INC",,Enclosed Sidewalk Cafe,1372571,"837 11TH AVE, NEW YORK, NY 10019",837,11TH AVE,NEW YORK,NY,10019,Manhattan,A.K.A 600 W. 57TH STREET,(212) 582-1851,401
598,"BALLARO,INC.",BALLARO CAFFE PROSCITTERIA,Unenclosed Sidewalk Cafe,1346433,"77 2ND AVE, NEW YORK, NY 10003",77,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 228-3069,145
390,BANCONE LLC,PETRARCA,Unenclosed Sidewalk Cafe,1249567,"34 WHITE ST, NEW YORK, NY 10013",34,WHITE ST,NEW YORK,NY,10013,Manhattan,,(212) 625-2800,369
297,"BARAONDA RESTAURANT, INC.",,Unenclosed Sidewalk Cafe,1215929,"1439 2ND AVE, NEW YORK, NY 10021",1439,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 288-8555,524
